Contract.Date,Transaction.Date,Address,Price,Block.Size.m2,Transaction.Type,Purpose,Advertise.Date,Bed.Num,Bath.Num,Ensuite.Num,Garage.Num,Carport.Num,Contract.Year,Street.Type,Street.Name
6/05/2011,9/06/2011,Elkedra Close,420000,302,Full transfer,Medium density dwelling,3/03/2011,3,1,NA,1,NA,2011,Close,Elkedra 
21/09/2011,10/11/2011,Jinka Street,418000,6071,Full transfer,Multiple unit dwelling,14/04/2011,3,1,1,1,NA,2011,Street,Jinka 
8/06/2011,2/08/2011,Epenarra Close,415000,334,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2011,Close,Epenarra 
7/09/2011,8/11/2011,Elkedra Close,410000,311,Full transfer,Medium density dwelling,12/07/2011,3,1,NA,1,NA,2011,Close,Elkedra 
26/11/2011,NA,Jinka Street,410000,10583,Full transfer,NA,12/08/2011,3,1,1,NA,1,2011,Street,Jinka 
20/09/2011,20/10/2011,Walhallow Street,400000,8574,Full transfer,Multiple unit dwelling,28/06/2011,3,1,NA,NA,1,2011,Street,Walhallow 
2/11/2011,12/12/2011,Elkedra Close,392500,297,Full transfer,Medium density dwelling,12/08/2011,3,1,NA,NA,2,2011,Close,Elkedra 
21/02/2011,7/04/2011,Jinka Street,391000,10221,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2011,Street,Jinka 
15/04/2011,23/05/2011,Jinka Street,388000,10221,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2011,Street,Jinka 
1/07/2011,5/09/2011,Elkedra Close,350000,353,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2011,Close,Elkedra 
23/12/2011,23/03/2012,Springvale Drive,325000,3934,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2011,Drive,Springvale 
15/04/2011,24/05/2011,Springvale Drive,323000,4017,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2011,Drive,Springvale 
21/04/2011,NA,Springvale Drive,323000,4017,Full transfer,NA,24/03/2011,3,1,1,NA,1,2011,Drive,Springvale 
18/08/2011,28/09/2011,Springvale Drive,320000,4017,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2011,Drive,Springvale 
25/02/2011,12/04/2011,Beetaloo Street,315000,7773,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2011,Street,Beetaloo 
4/11/2011,11/01/2012,Springvale Drive,305000,4247,Full transfer,Multiple unit dwelling,12/10/2011,3,1,1,NA,1,2011,Drive,Springvale 
9/09/2011,5/12/2011,Bonrook Street,300000,3862,Full transfer,Multiple unit dwelling,28/06/2011,2,1,NA,NA,1,2011,Street,Bonrook 
6/05/2011,22/06/2011,Springvale Drive,292500,4017,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2011,Drive,Springvale 
28/02/2011,NA,Beetaloo Cct,290000,5520,Full transfer,NA,3/02/2011,2,NA,NA,NA,NA,2011,Circuit,Beetaloo Cct
6/06/2011,22/08/2011,Murranji Street,289950,5542,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2011,Street,Murranji 
8/06/2011,18/07/2011,Beetaloo Street,288000,7773,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2011,Street,Beetaloo 
9/06/2011,NA,D Beetaloo St,288000,NA,Full transfer,NA,28/02/2011,2,1,NA,NA,1,2011,Street,Beetaloo St
28/02/2011,24/05/2011,Beetaloo Street,277500,5520,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2011,Street,Beetaloo 
8/09/2011,15/11/2011,Springvale Drive,275000,4247,Full transfer,Multiple unit dwelling,14/06/2011,2,1,NA,NA,1,2011,Drive,Springvale 
14/01/2011,NA,Bonrook Street,275000,3862,Full transfer,NA,29/10/2010,2,1,NA,NA,1,2011,Street,Bonrook 
13/01/2011,17/02/2011,Bonrook Street,273000,3862,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2011,Street,Bonrook 
20/07/2011,29/08/2011,Springvale Drive,269500,4247,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2011,Drive,Springvale 
5/06/2011,15/04/2013,Delamere Street,0,18341,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2011,Street,Delamere 
22/05/2011,27/08/2012,Dungowan Street,0,1412,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2011,Street,Dungowan 
23/10/2011,19/12/2011,Woolner Circuit,0,1881,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2011,Circuit,Woolner 
31/10/2011,9/01/2013,Springvale Drive,0,4247,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2011,Drive,Springvale 
29/09/2011,22/12/2011,Gorrie Close,0,357,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2011,Close,Gorrie 
19/10/2011,5/12/2011,Alroy Circuit,0,914,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2011,Circuit,Alroy 
6/11/2011,23/04/2012,Marrakai Street,0,2852,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2011,Street,Marrakai 
21/12/2011,19/01/2012,Ambalindum Street,0,1227,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2011,Street,Ambalindum 
12/06/2011,13/01/2012,Jinka Street,0,10583,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2011,Street,Jinka 
28/09/2011,18/01/2012,Erldunda Circuit,0,745,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2011,Circuit,Erldunda 
28/11/2011,11/01/2012,Alroy Circuit,0,804,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2011,Circuit,Alroy 
15/01/2011,3/05/2011,Mataranka Street,NA,982,Partial transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2011,Street,Mataranka 
22/03/2011,4/04/2011,Springvale Drive,NA,3934,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2011,Drive,Springvale 
12/02/2011,20/07/2011,Goodparla Street,NA,1295,Partial transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2011,Street,Goodparla 
9/05/2011,15/08/2011,Kulgera Street,NA,780,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2011,Street,Kulgera 
2/05/2011,11/07/2011,Andado Place,NA,2189,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2011,Place,Andado 
15/03/2011,21/09/2011,Jinka Street,NA,3362,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2011,Street,Jinka 
8/04/2011,29/08/2011,Mataranka Street,NA,952,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2011,Street,Mataranka 
11/05/2011,3/06/2011,Bonrook Street,NA,5017,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2011,Street,Bonrook 
20/02/2010,11/05/2010,Dungowan Street,1113000,1777,Full transfer,Single residential dwelling,23/03/2010,4,1,1,NA,2,2010,Street,Dungowan 
20/11/2010,1/03/2011,Marrakai Street,1105000,3035,Full transfer,Single residential dwelling,13/10/2010,5,1,2,2,NA,2010,Street,Marrakai 
20/10/2010,28/01/2011,Marrakai Street,1050000,1850,Full transfer,Single residential dwelling,20/09/2010,5,2,2,2,NA,2010,Street,Marrakai 
20/10/2010,8/02/2011,Marrakai Street,1020000,1547,Full transfer,Single residential dwelling,13/10/2010,5,2,1,2,NA,2010,Street,Marrakai 
29/10/2010,2/03/2011,Marrakai Street,840000,1296,Full transfer,Single residential dwelling,12/08/2010,4,1,1,NA,2,2010,Street,Marrakai 
29/03/2010,14/05/2010,Kurundi Place,825000,1127,Full transfer,Single residential dwelling,25/02/2010,4,1,2,2,NA,2010,Place,Kurundi 
21/08/2010,27/10/2010,Ambalindum Street,822500,1161,Full transfer,Single residential dwelling,29/07/2010,4,2,1,1,2,2010,Street,Ambalindum 
30/07/2010,20/09/2010,Goodparla Street,820000,1178,Full transfer,Single residential dwelling,20/04/2010,4,2,1,NA,2,2010,Street,Goodparla 
25/05/2010,30/06/2010,Kulgera Street,810000,859,Full transfer,Single residential dwelling,20/04/2010,4,1,2,2,NA,2010,Street,Kulgera 
12/08/2010,21/02/2011,Mainoru Place,810000,2089,Full transfer,Single residential dwelling,21/07/2010,4,1,1,2,NA,2010,Place,Mainoru 
6/08/2010,17/09/2010,Andado Place,770000,1217,Full transfer,Single residential dwelling,16/04/2010,5,1,1,3,NA,2010,Place,Andado 
29/05/2010,20/07/2010,Alexandria Street,765000,1010,Full transfer,Single residential dwelling,5/05/2010,5,1,1,1,2,2010,Street,Alexandria 
18/11/2010,2/02/2011,Mataranka Street,739500,819,Full transfer,Single residential dwelling,19/10/2010,4,1,1,NA,1,2010,Street,Mataranka 
21/09/2010,8/11/2010,Anningie Place,738000,1170,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2010,Place,Anningie 
7/04/2010,21/05/2010,Alexandria Street,733000,1284,Full transfer,Single residential dwelling,18/03/2010,4,1,2,2,1,2010,Street,Alexandria 
12/03/2010,16/04/2010,Elsey Street,680000,1051,Full transfer,Single residential dwelling,25/01/2010,4,1,1,2,NA,2010,Street,Elsey 
3/04/2010,2/06/2010,Mataranka Street,665000,980,Full transfer,Single residential dwelling,10/03/2010,4,2,1,2,NA,2010,Street,Mataranka 
13/12/2010,29/04/2011,Woolner Circuit,650000,1212,Full transfer,Single residential dwelling,18/11/2010,4,1,1,2,NA,2010,Circuit,Woolner 
26/06/2010,11/08/2010,Alroy Circuit,632000,830,Full transfer,Single residential dwelling,31/05/2010,4,1,1,2,NA,2010,Circuit,Alroy 
1/04/2010,25/05/2010,Alroy Circuit,629000,914,Full transfer,Single residential dwelling,24/03/2010,3,2,NA,1,NA,2010,Circuit,Alroy 
23/12/2010,21/02/2011,Elsey Street,625000,920,Full transfer,Single residential dwelling,8/12/2010,4,1,1,1,NA,2010,Street,Elsey 
10/06/2010,27/07/2010,Erldunda Circuit,610000,743,Full transfer,Single residential dwelling,21/04/2010,3,1,1,NA,2,2010,Circuit,Erldunda 
3/08/2010,16/09/2010,Alroy Circuit,600000,878,Full transfer,Single residential dwelling,13/07/2010,4,1,1,2,NA,2010,Circuit,Alroy 
3/03/2010,22/06/2010,Kulgera Street,550000,914,Full transfer,Single residential dwelling,5/02/2010,3,1,1,NA,2,2010,Street,Kulgera 
3/06/2010,15/09/2010,Gorrie Close,485000,597,Full transfer,Medium density dwelling,26/05/2010,3,1,1,1,NA,2010,Close,Gorrie 
10/02/2010,21/04/2010,Elkedra Close,482000,283,Full transfer,Medium density dwelling,7/01/2010,3,1,1,1,1,2010,Close,Elkedra 
23/03/2010,NA,U Hawker Place,455000,NA,Full transfer,NA,9/07/2009,3,1,1,2,NA,2010,Place,Hawker 
19/10/2010,24/11/2010,Hawker Place,455000,2538,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2010,Place,Hawker 
23/03/2010,19/01/2011,Hawker Place,455000,2538,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2010,Place,Hawker 
8/04/2010,NA,U Hawker Place,445000,NA,Full transfer,NA,30/10/2009,3,1,1,2,NA,2010,Place,Hawker 
25/08/2010,16/12/2010,Jinka Street,445000,3362,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2010,Street,Jinka 
28/09/2010,19/01/2011,Marqua Place,445000,390,Full transfer,Medium density dwelling,2/09/2010,3,1,1,2,NA,2010,Place,Marqua 
8/04/2010,15/11/2010,Hawker Place,445000,2538,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2010,Place,Hawker 
4/08/2010,16/09/2010,Gorrie Close,445000,357,Full transfer,Medium density dwelling,7/07/2010,3,1,NA,1,NA,2010,Close,Gorrie 
8/05/2010,25/06/2010,Jinka Street,443000,6071,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2010,Street,Jinka 
18/08/2010,3/09/2010,Gorrie Close,436000,286,Full transfer,Medium density dwelling,29/06/2010,3,1,NA,1,NA,2010,Close,Gorrie 
2/12/2010,12/04/2011,Epenarra Close,430000,334,Full transfer,Medium density dwelling,25/11/2010,2,1,NA,NA,NA,2010,Close,Epenarra 
9/07/2010,NA,Jinka Street,430000,6071,Full transfer,NA,25/05/2010,2,1,1,1,NA,2010,Street,Jinka 
11/08/2010,23/09/2010,Jinka Street,426200,10221,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2010,Street,Jinka 
28/01/2010,11/03/2010,Bonrook Street,415000,5017,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2010,Street,Bonrook 
3/03/2010,30/11/2010,Hawker Place,410000,2538,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2010,Place,Hawker 
18/03/2010,22/04/2010,Elkedra Close,398000,353,Full transfer,Medium density dwelling,24/02/2010,3,1,NA,NA,2,2010,Close,Elkedra 
12/01/2010,29/03/2010,Jinka Street,395000,10221,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2010,Street,Jinka 
12/01/2010,18/02/2010,Walhallow Street,382000,8574,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2010,Street,Walhallow 
10/05/2010,25/06/2010,Jinka Street,380000,10221,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2010,Street,Jinka 
16/09/2010,27/10/2010,Springvale Drive,330000,4017,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2010,Drive,Springvale 
16/08/2010,NA,Beetaloo Street,310000,5520,Full transfer,NA,21/06/2010,2,1,NA,1,NA,2010,Street,Beetaloo 
3/03/2010,25/05/2010,Springvale Drive,310000,4017,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2010,Drive,Springvale 
4/12/2010,16/02/2011,Springvale Drive,308000,3934,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2010,Drive,Springvale 
29/07/2010,3/09/2010,Beetaloo Street,299500,5520,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2010,Street,Beetaloo 
27/08/2010,NA,Beetaloo Street,299500,5520,Full transfer,NA,29/04/2010,2,1,NA,NA,1,2010,Street,Beetaloo 
8/10/2010,12/01/2011,Bonrook Street,291000,3862,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2010,Street,Bonrook 
26/08/2010,15/10/2010,Springvale Drive,288000,4379,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2010,Drive,Springvale 
9/09/2010,NA,B Beetaloo Street,281000,7773,Full transfer,NA,9/08/2010,2,1,NA,1,NA,2010,Street,Beetaloo 
9/09/2010,12/10/2010,Beetaloo Street,281000,7773,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2010,Street,Beetaloo 
17/06/2010,NA,C Beetaloo Street,275000,7741,Full transfer,NA,26/03/2010,2,1,NA,NA,NA,2010,Street,Beetaloo 
17/06/2010,21/07/2010,Beetaloo Street,275000,7773,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2010,Street,Beetaloo 
14/10/2010,19/11/2010,Beetaloo Street,267000,7773,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2010,Street,Beetaloo 
21/07/2010,3/09/2010,Springvale Drive,267000,4379,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2010,Drive,Springvale 
14/10/2010,NA,C Beetaloo Street,267000,7773,Full transfer,NA,24/08/2010,2,1,NA,1,NA,2010,Street,Beetaloo 
23/04/2010,11/06/2010,Murranji Street,245000,5542,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2010,Street,Murranji 
1/11/2010,16/12/2010,Springvale Drive,220000,4379,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2010,Drive,Springvale 
30/06/2010,30/07/2010,Springvale Drive,208500,4379,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2010,Drive,Springvale 
7/09/2010,24/11/2010,Elkedra Close,131667,314,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2010,Close,Elkedra 
6/10/2010,28/11/2011,Springvale Drive,0,4017,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2010,Drive,Springvale 
23/07/2010,10/09/2010,Jinka Street,NA,10221,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2010,Street,Jinka 
8/11/2010,19/01/2011,Elsey Street,NA,920,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2010,Street,Elsey 
14/09/2010,4/03/2011,Springvale Drive,NA,4247,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2010,Drive,Springvale 
29/05/2010,20/09/2010,Beetaloo Street,NA,7773,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2010,Street,Beetaloo 
9/03/2010,20/06/2011,Delamere Street,NA,18341,Partial transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2010,Street,Delamere 
23/07/2010,22/09/2010,Jinka Street,NA,10583,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2010,Street,Jinka 
9/09/2010,15/11/2010,Murranji Street,NA,1373,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2010,Street,Murranji 
7/09/2010,19/11/2010,Moroak Street,NA,1087,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2010,Street,Moroak 
14/09/2010,4/03/2011,Springvale Drive,NA,4247,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2010,Drive,Springvale 
9/07/2009,6/08/2009,Hawker Place,1380000,717,Full transfer,Non retail commercial uses,NA,NA,NA,NA,NA,NA,2009,Place,Hawker 
15/06/2009,28/09/2009,Walhallow Street,1190000,12699,Full transfer,Tennis court,NA,NA,NA,NA,NA,NA,2009,Street,Walhallow 
19/12/2009,6/05/2010,Elsey Street,1000000,1843,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2009,Street,Elsey 
18/11/2009,19/01/2010,Ambalindum Street,890000,1024,Full transfer,Single residential dwelling,28/10/2009,5,1,2,2,NA,2009,Street,Ambalindum 
31/10/2009,7/02/2010,Elsey Street,840000,1403,Full transfer,Single residential dwelling,9/10/2009,4,1,1,2,NA,2009,Street,Elsey 
21/02/2009,14/04/2009,Andado Place,825000,1808,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2009,Place,Andado 
19/11/2009,10/02/2010,Ambalindum Street,825000,1615,Full transfer,Single residential dwelling,28/10/2009,4,2,1,2,NA,2009,Street,Ambalindum 
2/10/2009,3/05/2010,Ambalindum Street,825000,1212,Full transfer,Single residential dwelling,7/09/2009,5,1,1,NA,2,2009,Street,Ambalindum 
27/02/2009,NA,Andado Place,825000,958,Full transfer,NA,13/11/2008,4,1,1,2,NA,2009,Place,Andado 
25/07/2009,28/09/2009,Marrakai Street,811750,1296,Full transfer,Single residential dwelling,2/07/2009,4,1,1,NA,2,2009,Street,Marrakai 
18/07/2009,3/09/2009,Goodparla Street,800000,1317,Full transfer,Single residential dwelling,25/06/2009,4,2,1,3,NA,2009,Street,Goodparla 
27/03/2009,20/05/2009,Woolner Circuit,800000,2122,Full transfer,Single residential dwelling,7/11/2008,4,1,1,2,1,2009,Circuit,Woolner 
5/06/2009,5/08/2009,Erldunda Circuit,770000,952,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2009,Circuit,Erldunda 
3/04/2009,10/11/2009,Goodparla Street,755000,1047,Full transfer,Single residential dwelling,5/03/2009,5,2,2,NA,2,2009,Street,Goodparla 
25/07/2009,26/10/2009,Erldunda Circuit,715000,1215,Full transfer,Single residential dwelling,2/07/2009,4,2,1,3,NA,2009,Circuit,Erldunda 
14/08/2009,8/10/2009,Erldunda Circuit,676000,952,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2009,Circuit,Erldunda 
6/10/2009,25/01/2010,Kyabra Place,650000,945,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2009,Place,Kyabra 
10/03/2009,28/04/2009,Ambalindum Street,647000,1326,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2009,Street,Ambalindum 
18/09/2009,6/11/2009,Kulgera Street,645000,825,Full transfer,Single residential dwelling,2/09/2009,3,1,2,2,NA,2009,Street,Kulgera 
10/06/2009,25/09/2009,Anningie Place,640000,1170,Full transfer,Single residential dwelling,28/05/2009,4,1,1,2,1,2009,Place,Anningie 
15/10/2009,NA,Woolner Circuit,625000,1256,Full transfer,NA,24/09/2009,4,1,1,2,NA,2009,Circuit,Woolner 
11/11/2009,8/02/2010,Alroy Circuit,610000,766,Full transfer,Single residential dwelling,20/10/2009,4,1,1,1,NA,2009,Circuit,Alroy 
3/02/2009,10/03/2009,Tanumbirini Street,605000,889,Full transfer,Single residential dwelling,28/01/2009,4,2,1,3,NA,2009,Street,Tanumbirini 
4/08/2009,23/11/2009,Elsey Street,580500,1010,Full transfer,Single residential dwelling,7/07/2009,3,1,1,NA,1,2009,Street,Elsey 
24/10/2009,13/01/2010,Tobermorey Place,580000,917,Full transfer,Single residential dwelling,23/09/2009,4,1,1,2,NA,2009,Place,Tobermorey 
24/02/2009,24/03/2009,Springvale Drive,510000,1086,Full transfer,Single residential dwelling,NA,NA,NA,NA,NA,NA,2009,Drive,Springvale 
29/10/2009,6/12/2010,Hawker Place,470000,2538,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2009,Place,Hawker 
7/10/2009,19/01/2011,Hawker Place,450000,2538,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2009,Place,Hawker 
9/12/2009,18/02/2010,Elkedra Close,450000,302,Full transfer,Medium density dwelling,22/10/2009,3,1,NA,1,NA,2009,Close,Elkedra 
30/11/2009,7/02/2010,Murranji Street,450000,300,Full transfer,Medium density dwelling,8/10/2009,3,1,NA,1,NA,2009,Street,Murranji 
22/12/2009,23/11/2010,Hawker Place,445000,2538,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2009,Place,Hawker 
4/12/2009,17/11/2010,Hawker Place,445000,2538,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2009,Place,Hawker 
14/09/2009,10/11/2010,Hawker Place,440000,2538,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2009,Place,Hawker 
24/02/2009,28/04/2009,Jinka Street,439000,3362,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2009,Street,Jinka 
22/10/2009,22/11/2010,Hawker Place,430000,2538,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2009,Place,Hawker 
16/11/2009,17/11/2010,Hawker Place,425000,2538,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2009,Place,Hawker 
23/10/2009,26/11/2009,Marqua Place,422500,402,Full transfer,Medium density dwelling,2/10/2009,3,1,1,2,NA,2009,Place,Marqua 
7/12/2009,7/02/2010,Elkedra Close,420000,353,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2009,Close,Elkedra 
22/12/2009,24/11/2010,Hawker Place,420000,2538,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2009,Place,Hawker 
2/10/2009,7/12/2010,Hawker Place,415000,2538,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2009,Place,Hawker 
15/05/2009,5/08/2009,Jinka Street,410000,3362,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2009,Street,Jinka 
19/11/2009,22/12/2010,Hawker Place,410000,2538,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2009,Place,Hawker 
7/07/2009,24/08/2009,Elkedra Close,405000,279,Full transfer,Medium density dwelling,12/06/2009,3,1,NA,1,NA,2009,Close,Elkedra 
22/05/2009,13/07/2009,Limbunya Street,405000,2159,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2009,Street,Limbunya 
22/12/2009,21/02/2010,Murranji Street,402000,415,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2009,Street,Murranji 
14/09/2009,28/01/2010,Epenarra Close,400000,302,Full transfer,Medium density dwelling,NA,NA,NA,NA,NA,NA,2009,Close,Epenarra 
18/02/2009,20/03/2009,Elkedra Close,394500,472,Full transfer,Medium density dwelling,7/01/2009,3,1,1,1,NA,2009,Close,Elkedra 
3/09/2009,10/02/2010,Epenarra Close,387500,297,Full transfer,Medium density dwelling,12/08/2009,3,1,0,NA,1,2009,Close,Epenarra 
5/05/2009,NA,Jinka Street,387000,6071,Full transfer,NA,24/03/2009,NA,NA,NA,NA,NA,2009,Street,Jinka 
21/04/2009,31/05/2009,Jinka Street,387000,6071,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2009,Street,Jinka 
23/12/2009,8/02/2010,Gorrie Close,385500,277,Full transfer,Medium density dwelling,3/12/2009,3,1,NA,1,NA,2009,Close,Gorrie 
13/01/2009,12/02/2009,Epenarra Close,380000,302,Full transfer,Medium density dwelling,30/10/2008,3,1,1,1,NA,2009,Close,Epenarra 
29/09/2009,16/11/2009,Walhallow Street,375000,8574,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2009,Street,Walhallow 
11/05/2009,NA,Walhallow Street,365000,8574,Full transfer,NA,16/04/2009,3,1,0,NA,1,2009,Street,Walhallow 
3/06/2009,NA,Walhallow Street,365000,8574,Full transfer,NA,12/05/2009,2,1,0,NA,1,2009,Street,Walhallow 
2/06/2009,3/08/2009,Walhallow Street,365000,8574,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2009,Street,Walhallow 
9/02/2009,18/03/2009,Elkedra Close,359000,548,Full transfer,Medium density dwelling,21/01/2009,2,1,0,1,NA,2009,Close,Elkedra 
20/11/2009,28/01/2010,Gorrie Close,356500,279,Full transfer,Medium density dwelling,9/10/2009,2,1,NA,1,NA,2009,Close,Gorrie 
27/10/2009,NA,Hawker Pl,350000,NA,Full transfer,NA,9/07/2009,1,1,NA,1,NA,2009,Place,Hawker Pl
16/02/2009,23/03/2009,Walhallow Street,330000,8574,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2009,Street,Walhallow 
3/08/2009,22/10/2009,Springvale Drive,290000,4247,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2009,Drive,Springvale 
1/09/2009,NA,Springvale Drive,290000,4247,Full transfer,NA,25/06/2009,3,1,1,NA,1,2009,Drive,Springvale 
22/10/2009,30/11/2009,Springvale Drive,278000,4247,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2009,Drive,Springvale 
4/11/2009,NA,Spingvale Drive,278000,4247,Full transfer,NA,15/09/2009,2,1,NA,NA,NA,2009,Drive,Spingvale 
9/02/2009,NA,Springvale Drive,276000,NA,Full transfer,NA,12/11/2008,3,1,1,NA,1,2009,Drive,Springvale 
5/02/2009,8/04/2009,Springvale Drive,276000,4017,Full transfer,Multiple unit dwelling,NA,NA,NA,NA,NA,NA,2009,Drive,Springvale 
